time,Voltage (V)
1574187459.3998861,2.6897538
1574187460.7691495,2.6896945
1574187462.1414082,2.689644
1574187463.543652,2.6896162
1574187464.945895,2.6895443
1574187466.3291502,2.68949
1574187467.7773695,2.6894446
1574187469.1686184,2.6893827
1574187470.5338826,2.6893335
1574187471.8991463,2.689283
1574187473.27104,2.68923
1574187474.7322526,2.6891745
1574187476.0988376,2.6891126
1574187477.5350626,2.6890596
1574187478.9512985,2.689018
1574187480.3875246,2.6889321
1574187481.792767,2.6888943
1574187483.1780202,2.6888349
1574187484.5892584,2.6887882
1574187485.972513,2.6887428
1574187487.349771,2.688691
1574187488.715034,2.6886279
1574187490.172249,2.6885863
1574187491.6114728,2.6885371
1574187493.0207133,2.6884803
1574187494.4029677,2.6884197
1574187495.7712295,2.6883742
1574187497.1384926,2.6883338
1574187498.5537293,2.6882783
1574187499.9359837,2.6882266
1574187501.3012476,2.6881559
1574187502.668511,2.6881243
1574187504.0347748,2.6880738
1574187505.4000392,2.688041
1574187506.8072803,2.6879754
1574187508.1955316,2.6879161
1574187509.6317573,2.6878883
1574187510.9990213,2.6878429
1574187512.3649614,2.6877848
1574187513.7302253,2.687728
1574187515.0954895,2.687675
1574187516.4607534,2.6876258
1574187517.8260176,2.6875803
1574187519.191282,2.687526
1574187520.558211,2.6874642
1574187521.9934583,2.6874263
1574187523.4036963,2.6873657
1574187524.8199327,2.6873077
1574187526.2401674,2.6872471
1574187527.6574032,2.6872143
1574187529.0556493,2.6871562
1574187530.437904,2.6871083
1574187531.8091643,2.6870401
1574187533.183424,2.6869997
1574187534.6226478,2.6869341
1574187536.044881,2.6868722
1574187537.446125,2.6868116
1574187538.8793533,2.6867422
1574187540.289592,2.6866968
1574187541.6798418,2.6866349
1574187543.0640972,2.6865845
1574187544.4553454,2.6865264
1574187545.8336034,2.6864797
1574187547.2048645,2.6864204
1574187548.5721262,2.6863674
1574187549.9663746,2.6862992
1574187551.3656218,2.6862601
1574187552.7508738,2.686197
1574187554.116061,2.6861351
1574187555.481324,2.6860884
1574187556.8485863,2.6860278
1574187558.2137132,2.685995
1574187559.5812607,2.6859344
1574187560.9471357,2.6858953
1574187562.3125985,2.6858524
1574187563.6784482,2.6857817
1574187565.045633,2.6857426
1574187566.4108965,2.6856908
1574187567.775805,2.6856277
1574187569.142268,2.685581
1574187570.5086818,2.685528
1574187571.8749614,2.6854661
1574187573.2428782,2.6854081
1574187574.6110303,2.6853437
1574187575.9790072,2.6853122
1574187577.3439732,2.6852604
1574187578.7118304,2.6851948
1574187580.0767727,2.6851569
1574187581.452767,2.6851102
1574187582.8189206,2.6850282
1574187584.1858497,2.68496
1574187585.5564587,2.6849019
1574187586.924431,2.6848325
1574187588.2922437,2.6847656
1574187589.6589115,2.6847151
1574187591.0264037,2.6846394
1574187592.3916183,2.6845763
1574187593.759553,2.684522
1574187595.1267676,2.6844665
1574187596.4939744,2.6844236
1574187597.8625438,2.6843693
1574187599.229984,2.6843062
1574187600.5971422,2.6842481
1574187601.9658563,2.6841989
1574187603.3323383,2.6841547
1574187604.7003734,2.6840866
1574187606.0659764,2.6840399
1574187607.430941,2.683978
1574187608.7975516,2.6839288
1574187610.1651223,2.6838758
1574187611.5310483,2.683819
1574187612.89844,2.6837786
1574187614.2657309,2.6837104
1574187615.631211,2.6836536
1574187616.9990282,2.6836044
1574187618.36612,2.6835552
1574187619.733553,2.6834921
1574187621.0986078,2.6834214
1574187622.464025,2.6833823
1574187623.8307545,2.6833293
1574187625.1979249,2.6832725
1574187626.562878,2.6832169
1574187627.9282918,2.6831538
1574187629.294795,2.6831021
1574187630.6602025,2.6830655
1574187632.0274084,2.683015
1574187633.3935988,2.6829519
1574187634.7603366,2.6828799
1574187636.1257675,2.682832
1574187637.493173,2.6827575
1574187638.860736,2.6827158
1574187640.2263324,2.6826641
1574187641.5947926,2.6826111
1574187642.962131,2.6825568
1574187644.3298974,2.6825
1574187645.7032044,2.6824596
1574187647.0698714,2.6824053
1574187648.4355118,2.6823599
1574187649.8020308,2.6822905
1574187651.1682184,2.682245
1574187652.5339026,2.6821781
1574187653.901322,2.6821226
1574187655.2679756,2.6820519
1574187656.633841,2.6819888
1574187657.998977,2.6819446
1574187659.3744688,2.6819017
1574187660.742172,2.6818399
1574187662.1229842,2.6818121
1574187663.4886749,2.6817402
1574187664.8564608,2.6816871
1574187666.2238028,2.6816468
1574187667.5901802,2.6816013
1574187668.9662488,2.6815332
1574187670.3333251,2.6814966
1574187671.7123125,2.6814511
1574187673.0782936,2.6813893
1574187674.4446988,2.6813325
1574187675.8096418,2.681287
1574187677.1775832,2.681234
1574187678.5430017,2.6811911
1574187679.9092114,2.6811293
1574187681.2756135,2.681075
1574187682.6411998,2.6810371
1574187684.0086415,2.6809828
1574187685.3769853,2.6809159
1574187686.7432187,2.6808756
1574187688.107995,2.6808251
1574187689.4739974,2.6807683
1574187690.8394983,2.6807203
1574187692.2063215,2.680666
1574187693.572695,2.680613
1574187694.9477084,2.6805701
1574187696.312912,2.6805247
1574187697.678862,2.6804704
1574187699.0451915,2.6804048
1574187700.412626,2.680353
1574187701.77778,2.6802836
1574187703.1555429,2.6802508
1574187704.5214326,2.6801927
1574187705.8867807,2.6801384
1574187707.2522907,2.6800804
1574187708.6175518,2.6800274
1574187709.9829652,2.679968
1574187711.3484645,2.6799011
1574187712.784744,2.6798507
1574187714.1520061,2.6797976
1574187715.5453827,2.6797383
1574187716.9591548,2.6796891
1574187718.3273544,2.6796449
1574187719.693162,2.6795831
1574187721.0606954,2.6795162
1574187722.4264514,2.6794859
1574187723.791738,2.6794354
1574187725.1869848,2.6793761
1574187726.5792344,2.6793395
1574187728.0804245,2.6792675
1574187729.540638,2.6792271
1574187730.9278889,2.679159
1574187732.293277,2.6791047
1574187733.6695347,2.6790353
1574187735.0517893,2.6789936
1574187736.4190469,2.6789545
1574187737.78531,2.6788964
1574187739.150573,2.6788447
1574187740.515837,2.6787904
1574187741.881103,2.6787399
1574187743.2467947,2.6787008
1574187744.6117427,2.6786415
1574187745.976745,2.6786011
1574187747.3460305,2.6785279
1574187748.7134633,2.6784774
1574187750.0810652,2.6784206
1574187751.4468327,2.6783638
1574187752.812669,2.6782982
1574187754.1832252,2.6782439
1574187755.5491583,2.6782035
1574187756.9156437,2.6781593
1574187758.2807252,2.6780823
1574187759.6469376,2.6780243
1574187761.0123394,2.6779801
1574187762.3797822,2.6779347
1574187763.7457142,2.6778715
1574187765.1111112,2.6778198
1574187766.4772778,2.6777554
1574187767.8431747,2.6776923
1574187769.2137997,2.6776343
1574187770.5815623,2.677585
1574187771.9470356,2.677532
1574187773.3129928,2.6774941
1574187774.6794813,2.6774361
1574187776.0445285,2.6773919
1574187777.411872,2.6773338
1574187778.778546,2.6772771
1574187780.1441722,2.6772341
1574187781.5117989,2.6771887
1574187782.8799105,2.6771218
1574187784.2455745,2.6770587
1574187785.6112092,2.6770057
1574187786.9789035,2.6769565
1574187788.3468053,2.6768946
1574187789.7143626,2.6768593
1574187791.081513,2.6767861
1574187792.4488955,2.6767406
1574187793.8152833,2.6766762
1574187795.1830513,2.6766295
1574187796.5493312,2.6765904
1574187797.9248378,2.676526
1574187799.3025532,2.6764667
1574187800.6689768,2.6764049
1574187802.0371978,2.6763493
1574187803.403178,2.6762925
1574187804.7701614,2.6762345
1574187806.1375163,2.6761638
1574187807.5055995,2.6761209
1574187808.8720567,2.6760489
1574187810.2380807,2.6760048
1574187811.6040223,2.6759543
1574187812.9717126,2.6759025
1574187814.3371646,2.6758533
1574187815.7028759,2.6757965
1574187817.0718863,2.6757321
1574187818.440516,2.6756766
1574187819.808865,2.6756173
1574187821.1768825,2.6755655
1574187822.5439193,2.6755138
1574187823.9119666,2.675438
1574187825.2804432,2.6753838
1574187826.6456823,2.6753143
1574187828.0130017,2.675279
1574187829.3805504,2.6752096
1574187830.7473402,2.6751553
1574187832.1143105,2.6750821
1574187833.4805427,2.6750177
1574187834.8470867,2.6749685
1574187836.2140899,2.6749117
1574187837.5807388,2.6748549
1574187838.946239,2.6748221
1574187840.3132827,2.6747489
1574187841.6795254,2.6746946
1574187843.0480788,2.6746353
1574187844.4151874,2.6745772
1574187845.7833765,2.6745028
1574187847.1526098,2.6744447
1574187848.5201468,2.6744081
1574187849.8877933,2.6743488
1574187851.2642303,2.6742882
1574187852.6318133,2.6742377
1574187853.9994824,2.6741607
1574187855.3664207,2.6740938
1574187856.734005,2.6740484
1574187858.1024883,2.6739827
1574187859.4692025,2.6739184
1574187860.8349447,2.6738325
1574187862.202408,2.6737682
1574187863.5687912,2.673729
1574187864.9357772,2.6736596
1574187866.303749,2.6736129
1574187867.6703541,2.6735548
1574187869.0360863,2.673488
1574187870.403477,2.6734261
1574187871.7715652,2.6733693
1574187873.1401644,2.6732999
1574187874.506821,2.6732494
1574187875.872344,2.6731976
1574187877.240125,2.673127
1574187878.608334,2.6730676
1574187879.9743378,2.6730184
1574187881.3431532,2.6729553
1574187882.7107236,2.6729162
1574187884.0769205,2.6728468
1574187885.443416,2.6728102
1574187886.811852,2.6727521
1574187888.1780698,2.6726928
1574187889.5458481,2.6726145
1574187890.913128,2.6725691
1574187892.2805662,2.672506
1574187893.6470523,2.6724517
1574187895.0144968,2.6724088
1574187896.3814273,2.6723469
1574187897.747673,2.6722687
1574187899.115406,2.6722068
1574187900.4828386,2.6721639
1574187901.8509352,2.6720945
1574187903.219399,2.6720251
1574187904.585975,2.6719758
1574187905.9542174,2.6719203
1574187907.322913,2.6718572
1574187908.698688,2.6718168
1574187910.074799,2.6717335
1574187911.4408433,2.6716818
1574187912.8078797,2.6716325
1574187914.1735466,2.6715694
1574187915.548704,2.6715076
1574187916.9230382,2.6714583
1574187918.2882738,2.6713839
1574187919.654595,2.6713422
1574187921.022203,2.6712715
1574187922.388178,2.671216
1574187923.7546465,2.6711554
1574187925.1304977,2.671081
1574187926.498244,2.6710153
1574187927.8653874,2.6709585
1574187929.2328768,2.6709055
1574187930.6001604,2.6708613
1574187931.968135,2.6707843
1574187933.334489,2.670725
1574187934.7020319,2.670648
1574187936.0694408,2.6706064
1574187937.4435225,2.6705546
1574187938.811288,2.670465
1574187940.178848,2.6704032
1574187941.5588317,2.6703426
1574187942.9253695,2.6702694
1574187944.293352,2.6702201
1574187945.65895,2.6701394
1574187947.02645,2.6700927
1574187948.3923466,2.6700207
1574187949.7591743,2.6699639
1574187951.1254342,2.6699147
1574187952.4909923,2.6698554
1574187953.8561249,2.669791
1574187955.2243955,2.6697291
1574187956.5904002,2.6696673
1574187957.9583292,2.669608
1574187959.3241491,2.6695575
1574187960.6901336,2.6694754
1574187962.0562701,2.6694186
1574187963.4239151,2.6693707
1574187964.7907882,2.6693202
1574187966.1561382,2.6692344
1574187967.523669,2.6691713
1574187968.8911097,2.6691081
1574187970.2581415,2.6690413
1574187971.6239266,2.6689845
1574187972.9914725,2.6689264
1574187974.3581107,2.6688822
1574187975.7317183,2.6688141
1574187977.0995827,2.6687623
1574187978.466474,2.6686954
1574187979.8322105,2.668626
1574187981.1995687,2.6685616
1574187982.5654771,2.6685111
1574187983.9345386,2.6684367
1574187985.3010135,2.6683773
1574187986.6685736,2.6682991
1574187988.0375361,2.6682372
1574187989.40377,2.6681804
1574187990.768914,2.6681186
1574187992.1363332,2.6680391
1574187993.5109398,2.6679747
1574187994.8768394,2.6679141
1574187996.2447531,2.667846
1574187997.6094682,2.6677816
1574187998.9762535,2.667726
1574188000.3416462,2.6676554
1574188001.707988,2.6676024
1574188003.0738986,2.6675266
1574188004.4415467,2.6674559
1574188005.8072953,2.6673928
1574188007.1731732,2.6673247
1574188008.5584395,2.6672679
1574188009.9243019,2.6671745
1574188011.2915428,2.6671126
1574188012.659152,2.6670647
1574188014.025252,2.6670053
1574188015.392667,2.6669372
1574188016.7604296,2.6668678
1574188018.1278558,2.6667895
1574188019.494796,2.6667352
1574188020.8611202,2.6666784
1574188022.2289495,2.6666115
1574188023.5942972,2.6665497
1574188024.9605746,2.6664752
1574188026.3288722,2.6664209
1574188027.6946576,2.6663629
1574188029.06293,2.6662796
1574188030.4286883,2.6662114
1574188031.7950642,2.6661508
1574188033.161183,2.6660915
1574188034.5289123,2.6660158
1574188035.8963177,2.6659451
1574188037.2635872,2.6658732
1574188038.629559,2.66581
1574188039.9956713,2.6657482
1574188041.3637543,2.6656851
1574188042.7309418,2.6656232
1574188044.0989325,2.6655488
1574188045.4665263,2.665473
1574188046.8331764,2.6654024
1574188048.199127,2.6653531
1574188049.5790045,2.6652799
1574188050.9455097,2.665232
1574188052.3143432,2.6651651
1574188053.679911,2.6650919
1574188055.0455337,2.6650351
1574188056.4216645,2.6649593
1574188057.7870827,2.664905
1574188059.154043,2.6648243
1574188060.519278,2.6647687
1574188061.8859372,2.6647056
1574188063.2532337,2.6646387
1574188064.6300776,2.6645769
1574188065.9975588,2.6645087
1574188067.3654182,2.6644456
1574188068.73255,2.6643699
1574188070.0998278,2.6643068
1574188071.465774,2.6642323
1574188072.8329387,2.6641755
1574188074.209874,2.6641048
1574188075.5757205,2.6640341
1574188076.9417624,2.6639445
1574188078.3077543,2.6638688
1574188079.6747298,2.6638095
1574188081.042478,2.6637438
1574188082.4097338,2.6636567
1574188083.7758913,2.6635835
1574188085.142105,2.6635179
1574188086.5068185,2.6634523
1574188087.8742204,2.6633778
1574188089.240019,2.663326
1574188090.607288,2.663273
1574188091.9744732,2.6632036
1574188093.3415465,2.6631405
1574188094.709582,2.6630862
1574188096.074898,2.6630231
1574188097.4403615,2.6629575
1574188098.806459,2.6629007
1574188100.174898,2.6628489
1574188101.543068,2.662777
1574188102.9101117,2.6627013
1574188104.2773786,2.6626394
1574188105.6430256,2.6625725
1574188107.009082,2.6625044
1574188108.3770537,2.6624337
1574188109.7435954,2.6623781
1574188111.110556,2.6623176
1574188112.477404,2.6622595
1574188113.843153,2.6621901
1574188115.2110884,2.6621106
1574188116.5815985,2.6620487
1574188117.9491963,2.6619818
1574188119.3166707,2.6619086
1574188120.6836782,2.6618569
1574188122.051967,2.6617849
1574188123.4181354,2.661713
1574188124.7837095,2.6616536
1574188126.1515617,2.6615779
1574188127.518198,2.6615199
1574188128.8854644,2.6614555
1574188130.2517943,2.6613987
1574188131.6170638,2.6613229
1574188132.9829018,2.6612535
1574188134.3509967,2.6611791
1574188135.7174385,2.6611185
1574188137.0859132,2.6610364
1574188138.4530385,2.6609746
1574188139.81845,2.6609102
1574188141.1960104,2.6608509
1574188142.5635629,2.6607625
1574188143.9289076,2.6606994
1574188145.2972102,2.6606401
1574188146.6622167,2.6605896
1574188148.0278444,2.6605429
1574188149.3951821,2.660471
1574188150.76082,2.6604167
1574188152.128008,2.6603561
1574188153.505321,2.6602917
1574188154.871127,2.6602274
1574188156.240564,2.6601655
1574188157.6066263,2.6601239
1574188158.9719765,2.6600431
1574188160.3408048,2.6599699
1574188161.7063656,2.6598841
1574188163.072573,2.6598336
1574188164.4396322,2.6597793
1574188165.8064299,2.6597036
1574188167.171695,2.6596455
1574188168.5376198,2.6595761
1574188169.9055378,2.6595079
1574188171.27259,2.6594435
1574188172.6384554,2.6593754
1574188174.0058482,2.6593085
1574188175.3731654,2.659253
1574188176.7386527,2.6592063
1574188178.1046977,2.6591192
1574188179.47193,2.6590561
1574188180.8393636,2.6589904
1574188182.219661,2.6589248
1574188183.5868378,2.6588554
1574188184.9520955,2.6587885
1574188186.3173525,2.6587203
1574188187.68261,2.6586686
1574188189.0488646,2.658589
1574188190.414121,2.6585171
1574188191.779378,2.6584565
1574188193.1466346,2.6583947
1574188194.5118904,2.6583202
1574188195.8774166,2.6582647
1574188197.2426744,2.6581978
1574188198.6085756,2.6581208
1574188199.9761057,2.6580589
1574188201.341326,2.657992
1574188202.7066412,2.65791
1574188204.0741963,2.6578507
1574188205.4415946,2.6577787
1574188206.8070261,2.657732
1574188208.1756573,2.657655
1574188209.5413387,2.6575705
1574188210.9091547,2.6575137
1574188212.276049,2.657443
1574188213.6440637,2.6573736
1574188215.0100713,2.6573193
1574188216.376845,2.6572461
1574188217.7430975,2.6572032
1574188219.1111593,2.6571388
1574188220.4776576,2.6570858
1574188221.8539996,2.6569962
1574188223.2217844,2.6569356
1574188224.5868998,2.656875
1574188225.954666,2.6568157
1574188227.3227937,2.6567412
1574188228.689052,2.6566793
1574188230.0684078,2.6566024
1574188231.437431,2.6565342
1574188232.8046327,2.6564547
1574188234.171026,2.656384
1574188235.5362926,2.6563272
1574188236.9015477,2.6562653
1574188238.2668047,2.6561871
1574188239.6320617,2.6561177
1574188240.9973195,2.656047
1574188242.3755682,2.655975
1574188243.7408245,2.6559271
1574188245.1120782,2.6558375
1574188246.477335,2.6557794
1574188247.842361,2.6557024
1574188249.2104814,2.655662
1574188250.5755475,2.65558
1574188251.9432483,2.6555181
1574188253.308505,2.6554424
1574188254.6749215,2.655373
1574188256.0421076,2.6552897
1574188257.4097974,2.655224
1574188258.7752786,2.6551508
1574188260.1404724,2.6550688
1574188261.508282,2.6550271
1574188262.8752759,2.6549438
1574188264.2435532,2.6548706
1574188265.6110277,2.6547924
1574188266.9779034,2.6547192
1574188268.3433414,2.6546598
1574188269.7090912,2.6545715
1574188271.074895,2.6545122
1574188272.440998,2.654439
1574188273.8096983,2.6543758
1574188275.177272,2.654285
1574188276.544046,2.6542155
1574188277.9122488,2.6541588
1574188279.2795608,2.6540704
1574188280.647357,2.6539997
1574188282.0134835,2.6539518
1574188283.3808236,2.6538684
1574188284.7466738,2.653799
1574188286.1117163,2.6537334
1574188287.4870064,2.6536438
1574188288.8544674,2.653568
1574188290.2214751,2.6534961
1574188291.5876136,2.6534254
1574188292.9535306,2.6533434
1574188294.3199134,2.6532815
1574188295.6865525,2.6532108
1574188297.0530403,2.6531439
1574188298.4200525,2.6530859
1574188299.785915,2.6530266
1574188301.1537898,2.6529407
1574188302.5216098,2.6528726
1574188303.8881934,2.6527905
1574188305.2731574,2.6527199
1574188306.6384666,2.6526429
1574188308.0045283,2.6525608
1574188309.3714273,2.6524876
1574188310.7394786,2.6524081
1574188312.1059024,2.6523513
1574188313.473544,2.6522958
1574188314.8416693,2.6522137
1574188316.2088926,2.6521392
1574188317.5767012,2.6520635
1574188318.9442933,2.6519764
1574188320.311762,2.6519184
1574188321.6769984,2.6518452
1574188323.0439973,2.6517682
1574188324.411648,2.6517
1574188325.7783666,2.6516129
1574188327.145486,2.6515422
1574188328.5111506,2.6514652
1574188329.8791091,2.6513769
1574188331.2467985,2.6513201
1574188332.6120517,2.6512557
1574188333.9905083,2.6511724
1574188335.356986,2.651108
1574188336.7247174,2.6510449
1574188338.0922818,2.6509641
1574188339.4573467,2.6509036
1574188340.8257568,2.6508215
1574188342.1935396,2.650742
1574188343.561061,2.6506865
1574188344.9299576,2.6506133
1574188346.2964811,2.6505161
1574188347.661695,2.6504567
1574188349.0299015,2.6503747
1574188350.398109,2.6503141
1574188351.766124,2.6502359
1574188353.131702,2.650169
1574188354.4982817,2.6500945
1574188355.863559,2.65002
1574188357.2306106,2.6499418
1574188358.5983696,2.6498761
1574188359.9657662,2.6498143
1574188361.333465,2.6497259
1574188362.6998398,2.6496565
1574188364.067485,2.6495707
1574188365.4346206,2.6494987
1574188366.8009229,2.6494293
1574188368.1695557,2.6493549
1574188369.5368087,2.6492791
1574188370.9026983,2.6492135
1574188372.2681158,2.6491201
1574188373.6344562,2.6490557
1574188375.0082324,2.6489775
1574188376.3745267,2.6489181
1574188377.7401502,2.6488424
1574188379.1062384,2.6487768
1574188380.472585,2.6487048
1574188381.8384397,2.6486392
1574188383.2039108,2.6485534
1574188384.570861,2.6484902
1574188385.937502,2.6484107
1574188387.3032544,2.6483148
1574188388.6707106,2.6482441
1574188390.0361683,2.648176
1574188391.4022708,2.6480939
1574188392.7689018,2.6480283
1574188394.1363513,2.6479286
1574188395.5021799,2.6478528
1574188396.870207,2.6477796
1574188398.2354906,2.6477026
1574188399.600946,2.647632
1574188400.96872,2.64756
1574188402.3343494,2.6474855
1574188403.7025707,2.6474136
1574188405.068426,2.6473316
1574188406.4345398,2.6472533
1574188407.8014019,2.6471713
1574188409.1666248,2.647093
1574188410.5335035,2.6470173
1574188411.8996003,2.6469415
1574188413.2673182,2.6468696
1574188414.6337228,2.6467838
1574188416.0011249,2.6467118
1574188417.3672988,2.6466184
1574188418.7343993,2.6465301
1574188420.1003551,2.6464581
1574188421.4677262,2.6463786
1574188422.8355446,2.646289
1574188424.2030694,2.6462208
1574188425.570624,2.6461464
1574188426.9385102,2.6460504
1574188428.3046637,2.6459798
1574188429.671825,2.6458939
1574188431.0400815,2.6458144
1574188432.40849,2.6457223
1574188433.7800782,2.6456541
1574188435.146189,2.6455758
1574188436.5130455,2.6454951
1574188437.8811116,2.6454219
1574188439.2467725,2.6453335
1574188440.6127865,2.645259
1574188441.9804544,2.6451757
1574188443.346561,2.6451
1574188444.7119694,2.6450217
1574188446.0779035,2.6449321
1574188447.4462929,2.6448539
1574188448.8139844,2.6447579
1574188450.1820476,2.644681
1574188451.5474834,2.644604
1574188452.9149632,2.644532
1574188454.2827888,2.6444424
1574188455.6490457,2.6443919
1574188457.0160527,2.6443036
1574188458.38168,2.6442114
1574188459.7493415,2.6441269
1574188461.1251743,2.644041
1574188462.492574,2.6439678
1574188463.86014,2.643887
1574188465.2284462,2.6438037
1574188466.595258,2.643733
1574188467.962178,2.6436611
1574188469.3290198,2.6435854
1574188470.695928,2.6435008
1574188472.0618196,2.6434137
1574188473.430924,2.6433392
1574188474.7985024,2.6432585
1574188476.1651893,2.6431827
1574188477.5346334,2.6431297
1574188478.900745,2.6430388
1574188480.2677052,2.642977
1574188481.6340623,2.6428924
1574188483.0007594,2.6428066
1574188484.3679738,2.6427359
1574188485.7361517,2.6426514
1574188487.1035664,2.6425706
1574188488.4711285,2.6424885
1574188489.8384984,2.6423964
1574188491.2058527,2.6423106
1574188492.5734494,2.6422146
1574188493.9409652,2.6421288
1574188495.3067558,2.6420569
1574188496.6740742,2.64199
1574188498.0401173,2.6418978
1574188499.4093378,2.6418107
1574188500.7763453,2.6417363
1574188502.1433787,2.6416605
1574188503.512146,2.641557
1574188504.8794801,2.6414737
1574188506.2456214,2.6414018
1574188507.6113718,2.6413147
1574188508.9854944,2.6412314
1574188510.3535984,2.6411279
1574188511.7192554,2.6410635
1574188513.0848048,2.640955
1574188514.4513245,2.6408805
1574188515.8191779,2.6408022
1574188517.1868637,2.640729
1574188518.553558,2.6406445
1574188519.9216006,2.6405498
1574188521.2934396,2.640464
1574188522.6595926,2.6403983
1574188524.0271409,2.6403112
1574188525.4016356,2.640238
1574188526.7692025,2.6401396
1574188528.1409106,2.6400563
1574188529.506199,2.639978
1574188530.8721488,2.6398872
1574188532.2413251,2.6397773
1574188533.6088924,2.6397117
1574188534.9750452,2.6396309
1574188536.3564875,2.6395539
1574188537.7214694,2.6394744
1574188539.0889041,2.6394088
1574188540.4553194,2.6393129
1574188541.8218627,2.6392333
1574188543.1980598,2.6391589
1574188544.565946,2.6390693
1574188545.9343944,2.6389809
1574188547.3006592,2.6389052
1574188548.666528,2.6388042
1574188550.0331619,2.6387108
1574188551.4007676,2.6386439
1574188552.7689085,2.6385644
1574188554.1368203,2.6384823
1574188555.5046616,2.6383927
1574188556.8803277,2.6383069
1574188558.2485778,2.6382286
1574188559.614446,2.6381542
1574188560.9805408,2.6380734
1574188562.3462396,2.6379989
1574188563.7269645,2.6379005
1574188565.0953827,2.6378197
1574188566.462162,2.6377452
1574188567.8290029,2.6376632
1574188569.1940444,2.6375723
1574188570.5614767,2.6374915
1574188571.928553,2.637417
1574188573.295355,2.6373098
1574188574.6632462,2.6372403
1574188576.0297136,2.6371419
1574188577.3968549,2.6370472
1574188578.7625098,2.6369349
1574188580.128014,2.6368465
1574188581.4953554,2.6367683
1574188582.862816,2.6366774
1574188584.228238,2.6365865
1574188585.5958364,2.6365032
1574188586.9627745,2.6364262
1574188588.3284106,2.6363379
1574188589.6957293,2.6362697
1574188591.063422,2.6361649
1574188592.4302711,2.636093
1574188593.7971263,2.6360122
1574188595.1625514,2.6359302
1574188596.529998,2.6358544
1574188597.8990517,2.6357711
1574188599.2668483,2.6356916
1574188600.6337261,2.6356083
1574188602.0009885,2.6355364
1574188603.36871,2.6354569
1574188604.7362854,2.6353546
1574188606.111989,2.6352827
1574188607.4799554,2.6351981
1574188608.8567595,2.6350997
1574188610.234588,2.6350214
1574188611.6006868,2.6349129
1574188612.9679606,2.634827
1574188614.3336756,2.6347551
1574188615.7017064,2.6346743
1574188617.0683825,2.6345809
1574188618.4342597,2.634485
1574188619.8001444,2.6344017
1574188621.1654994,2.6343221
1574188622.5324733,2.6342287
1574188623.9001763,2.6341341
1574188625.265751,2.6340558
1574188626.6315415,2.6339915
1574188627.9980595,2.633888
1574188629.3664849,2.6337946
1574188630.7321126,2.6337049
1574188632.0993083,2.6336242
1574188633.467645,2.6335232
1574188634.8338513,2.6334361
1574188636.1992593,2.6333376
1574188637.5642726,2.6332569
1574188638.9299822,2.6331698
1574188640.297871,2.6330903
1574188641.6638348,2.6329905
1574188643.031093,2.6328984
1574188644.4066355,2.6328037
1574188645.7720487,2.6327318
1574188647.143588,2.6326296
1574188648.5091622,2.6325336
1574188649.875786,2.6324541
1574188651.2513604,2.6323569
1574188652.6168764,2.6322559
1574188653.9844413,2.6321789
1574188655.3502154,2.6320855
1574188656.716064,2.6319921
1574188658.0832853,2.6318962
1574188659.4510531,2.6317839
1574188660.816889,2.6317006
1574188662.1834383,2.6316059
1574188663.5507693,2.6315453
1574188664.9186862,2.6314431
1574188666.2842438,2.6313724
1574188667.6492279,2.6312841
1574188669.014701,2.6311755
1574188670.3813987,2.6310808
1574188671.7477741,2.6310076
1574188673.1133642,2.6309193
1574188674.4895606,2.6308145
1574188675.8562572,2.6307199
1574188677.2216918,2.6306277
1574188678.588536,2.6305419
1574188679.9564986,2.6304409
1574188681.3220189,2.6303488
1574188682.6970468,2.6302629
1574188684.0635393,2.6301746
1574188685.4291918,2.6300812
1574188686.7958956,2.6299903
1574188688.161837,2.6298994
1574188689.530016,2.6298199
1574188690.8991418,2.6297265
1574188692.26619,2.629647
1574188693.6320684,2.6295549
1574188695.000685,2.6294564
1574188696.3683023,2.6293592
1574188697.7345471,2.6292557
1574188699.0999503,2.6291724
1574188700.4647405,2.6290904
1574188701.8316245,2.6289755
1574188703.209619,2.6289086
1574188704.5771132,2.6288076
1574188705.9450383,2.6287231
1574188707.3106081,2.6286095
1574188708.6760006,2.6285199
1574188710.04416,2.6284353
1574188711.410191,2.6283406
1574188712.776238,2.6282371
1574188714.142038,2.6281513
1574188715.5090303,2.6280478
1574188716.8748934,2.6279683
1574188718.2399614,2.6278749
1574188719.6058483,2.6277625
1574188720.971901,2.6276691
1574188722.3376076,2.6275757
1574188723.7044556,2.627476
1574188725.071722,2.6273713
1574188726.4371154,2.6272652
1574188727.8029943,2.6271769
1574188729.170749,2.627081
1574188730.5383258,2.6269749
1574188731.9040604,2.626874
1574188733.2713428,2.6267995
1574188734.6362717,2.6266922
1574188736.0034556,2.6265912
1574188737.3800237,2.6265041
1574188738.7459583,2.6264057
1574188740.111727,2.6263211
1574188741.477062,2.6262277
1574188742.8446164,2.6261103
1574188744.212533,2.6260119
1574188745.578151,2.6259122
1574188746.9438622,2.6258112
1574188748.3120651,2.6257064
1574188749.677422,2.6256168
1574188751.0540388,2.6255171
1574188752.4199965,2.6254224
1574188753.7872717,2.6253303
1574188755.1543615,2.6252344
1574188756.5222285,2.6251498
1574188757.8997388,2.6250463
1574188759.2667112,2.6249264
1574188760.6319761,2.6248418
1574188762.0050452,2.6247308
1574188763.372875,2.6246386
1574188764.7384877,2.6245389
1574188766.1046162,2.624443
1574188767.4727454,2.624347
