time,Voltage (V),Current (A)
1574302111.9286315,3.0661872,0.15
1574302113.3051744,3.0661834,0.15
1574302114.7184532,3.0661632,0.15
1574302116.1062782,3.0661771,0.151
1574302117.5094435,3.0661708,0.151
1574302118.8980315,3.0661834,0.151
1574302120.2973719,3.0661796,0.15
1574302121.6770766,3.0661645,0.151
1574302123.0878146,3.0661658,0.15
1574302124.4738488,3.066162,0.15
1574302125.8782485,3.0661582,0.15
1574302127.2713482,3.0661418,0.151
1574302128.6695485,3.0661506,0.151
1574302130.055913,3.0661632,0.15
1574302131.4614809,3.0661607,0.15
1574302132.848746,3.066143,0.151
1574302134.2510228,3.0661254,0.151
1574302135.6388295,3.0661266,0.15
1574302137.0397532,3.0661153,0.151
1574302138.4292376,3.066138,0.151
1574302139.829231,3.066138,0.151
1574302141.2162657,3.0661279,0.151
1574302142.617966,3.0661494,0.151
1574302143.9952102,3.0661355,0.15
1574302145.4112828,3.0661342,0.151
1574302146.7980301,3.0661153,0.151
1574302148.2005796,3.0661102,0.15
1574302149.5896716,3.0661115,0.151
1574302150.9918642,3.0661127,0.15
1574302152.3791072,3.0661342,0.151
1574302153.7794302,3.066143,0.15
1574302155.1657252,3.0661317,0.151
1574302156.5688956,3.0661304,0.15
1574302157.9559543,3.0661228,0.151
1574302159.3499267,3.0661001,0.151
1574302160.7391214,3.0660926,0.151
1574302162.1505294,3.0660875,0.151
1574302163.5373409,3.0660888,0.151
1574302164.9441526,3.0660774,0.151
1574302166.330699,3.0660749,0.151
1574302167.722193,3.0660673,0.15
1574302169.0989194,3.0660623,0.15
1574302170.5206869,3.0660421,0.151
1574302171.8969476,3.0660433,0.151
1574302173.3015797,3.0660471,0.151
1574302174.6854324,3.0660648,0.151
1574302176.1011488,3.0660383,0.15
1574302177.488731,3.066056,0.15
1574302178.8926272,3.0660698,0.15
1574302180.2857509,3.0660648,0.15
1574302181.6851537,3.0660509,0.151
1574302183.0722091,3.0660433,0.151
1574302184.4737465,3.0660307,0.151
1574302185.8610628,3.066008,0.15
1574302187.2634327,3.0660067,0.151
1574302188.651906,3.0660105,0.15
1574302190.0530667,3.066013,0.151
1574302191.4413676,3.0660395,0.151
1574302192.8423555,3.066032,0.151
1574302194.2285295,3.0660244,0.151
1574302195.6338565,3.0660156,0.151
1574302197.0210907,3.0659966,0.151
1574302198.4261923,3.0659941,0.15
1574302199.8141053,3.0659625,0.15
1574302201.2158756,3.0659739,0.151
1574302202.604855,3.0659853,0.151
1574302204.0073602,3.0659663,0.151
1574302205.3958972,3.0659323,0.15
1574302206.7952735,3.0659663,0.15
1574302208.1809218,3.065955,0.151
1574302209.5843797,3.0659424,0.15
1574302210.971033,3.0659525,0.151
1574302212.3757112,3.0659449,0.151
1574302213.7620142,3.0659512,0.151
1574302215.1674016,3.0659436,0.151
1574302216.554322,3.0659474,0.15
1574302217.9560928,3.0659777,0.151
1574302219.3450637,3.0659487,0.151
1574302220.7446964,3.065936,0.151
1574302222.1368499,3.0659297,0.15
1574302223.5250506,3.065931,0.151
1574302224.9129648,3.0659373,0.151
1574302226.3160074,3.0659373,0.151
1574302227.7042847,3.0659373,0.15
1574302229.1164095,3.0658982,0.151
1574302230.5017884,3.065902,0.15
1574302231.9075916,3.0659196,0.151
1574302233.285853,3.0659133,0.151
1574302234.6986814,3.0658755,0.151
1574302236.0945406,3.0658994,0.151
1574302237.4893599,3.0658893,0.15
1574302238.87681,3.0658931,0.15
1574302240.2872834,3.0658691,0.15
1574302241.6769502,3.0658578,0.15
1574302243.0631628,3.0658704,0.15
1574302244.4421475,3.065878,0.15
1574302245.8566492,3.065883,0.151
1574302247.2421677,3.0658527,0.15
1574302248.638107,3.0658704,0.15
1574302250.0273077,3.0658628,0.151
1574302251.4407616,3.0658654,0.151
1574302252.8280413,3.0658742,0.15
1574302254.220724,3.0658654,0.151
1574302255.6077585,3.0658578,0.15
1574302257.018021,3.0658477,0.15
1574302258.4082894,3.06583,0.15
1574302259.8085053,3.0658275,0.151
1574302261.194442,3.0658199,0.15
1574302262.5980709,3.0658161,0.151
1574302263.9846373,3.0658338,0.151
1574302265.3904808,3.0658224,0.151
1574302266.7787771,3.0658401,0.15
1574302268.181979,3.0658262,0.15
1574302269.5598092,3.0658073,0.151
1574302270.9726195,3.0657997,0.151
1574302272.3499343,3.0657833,0.151
1574302273.760561,3.0657846,0.15
1574302275.1473432,3.0657922,0.15
1574302276.5532227,3.0657997,0.151
1574302277.9402792,3.0658048,0.151
1574302279.3398407,3.0657922,0.151
1574302280.7282822,3.0657922,0.15
1574302282.1325336,3.0657669,0.15
1574302283.518661,3.0657543,0.151
1574302284.9222066,3.0657429,0.15
1574302286.311671,3.0657871,0.15
1574302287.7137554,3.065777,0.151
1574302289.1012392,3.0657707,0.15
1574302290.5012395,3.0657429,0.151
1574302291.8886516,3.0657265,0.151
1574302293.2907398,3.0657265,0.151
1574302294.6756818,3.0657013,0.15
1574302296.0815563,3.0657316,0.151
1574302297.4808834,3.0657152,0.151
1574302298.871788,3.0657114,0.15
1574302300.2587354,3.0656887,0.151
1574302301.664726,3.0656621,0.151
1574302303.0536478,3.0656823,0.151
1574302304.4534795,3.0656672,0.151
1574302305.8327107,3.0656647,0.151
1574302307.245038,3.065652,0.151
1574302308.6336362,3.0656647,0.15
1574302310.0325327,3.0656558,0.151
1574302311.4184325,3.0656609,0.151
1574302312.8229597,3.0656647,0.151
1574302314.210253,3.0656483,0.151
1574302315.6135597,3.0656432,0.15
1574302317.0009139,3.0656407,0.151
1574302318.4064398,3.0656407,0.15
1574302319.7914827,3.065647,0.151
1574302321.1972258,3.0656508,0.151
1574302322.5762804,3.0656255,0.15
1574302323.983075,3.0656243,0.15
1574302325.3678713,3.0655978,0.15
1574302326.7740455,3.0656079,0.15
1574302328.1670635,3.0655877,0.151
1574302329.5641415,3.0656079,0.151
1574302330.9520795,3.0656053,0.151
1574302332.3548436,3.0655902,0.151
1574302333.7407095,3.0655978,0.15
1574302335.145728,3.0655801,0.151
1574302336.532641,3.0655776,0.151
1574302337.9393597,3.0655889,0.151
1574302339.326908,3.0655826,0.15
1574302340.724349,3.0655839,0.151
1574302342.11309,3.0655675,0.151
1574302343.5163183,3.0655965,0.151
1574302344.902271,3.0655877,0.15
1574302346.296973,3.0656066,0.151
1574302347.6844063,3.065594,0.15
1574302349.0955033,3.0655738,0.151
1574302350.4810684,3.0655738,0.151
1574302351.8869598,3.0655662,0.15
1574302353.277709,3.0655788,0.151
1574302354.6781015,3.0655725,0.151
1574302356.067175,3.0655637,0.151
1574302357.4707975,3.0655637,0.151
1574302358.8489423,3.0655347,0.151
1574302360.257224,3.0655334,0.151
1574302361.644027,3.0655334,0.151
1574302363.050501,3.0655284,0.151
1574302364.430524,3.0655359,0.151
1574302365.83673,3.0655309,0.151
1574302367.223843,3.0655271,0.151
1574302368.6294796,3.0655498,0.15
1574302370.0188034,3.0655397,0.151
1574302371.4102087,3.0655321,0.151
1574302372.8049636,3.0655258,0.151
1574302374.2114565,3.0655233,0.151
1574302375.5994413,3.0655258,0.151
1574302376.9990475,3.0655056,0.151
1574302378.391844,3.0655006,0.15
1574302379.7881002,3.0655183,0.151
1574302381.1653767,3.0655195,0.151
1574302382.5785573,3.0655132,0.151
1574302383.9649086,3.0655069,0.151
1574302385.3702328,3.0654955,0.151
1574302386.7562127,3.0654753,0.151
1574302388.1619048,3.0655107,0.151
1574302389.5395968,3.0655233,0.151
1574302390.9405806,3.0654943,0.151
1574302392.3188317,3.0654678,0.151
1574302393.7400095,3.065469,0.151
1574302395.1261024,3.0654703,0.151
1574302396.5301042,3.0654741,0.15
1574302397.9166877,3.0654716,0.15
1574302399.3112195,3.0654274,0.15
1574302400.6994002,3.0654312,0.151
1574302402.110789,3.0654236,0.151
1574302403.497153,3.0654173,0.15
1574302404.9052906,3.0654324,0.15
1574302406.292087,3.065416,0.151
1574302407.6943653,3.0654223,0.151
1574302409.0817547,3.0654173,0.151
1574302410.4818373,3.065435,0.151
1574302411.8715372,3.065435,0.15
1574302413.262568,3.065416,0.151
1574302414.6497173,3.0654324,0.151
1574302416.0605857,3.0654009,0.15
1574302417.447465,3.0654097,0.151
1574302418.8521905,3.0654034,0.151
1574302420.2408965,3.0653895,0.151
1574302421.6436918,3.0653996,0.151
1574302423.0324771,3.0653958,0.151
1574302424.4341352,3.0653857,0.151
1574302425.815713,3.0653668,0.151
1574302427.2230952,3.0653883,0.15
1574302428.6023347,3.065387,0.15
1574302430.0124254,3.0653681,0.151
1574302431.3994236,3.0653681,0.151
1574302432.8042471,3.065358,0.151
1574302434.18976,3.0653416,0.15
1574302435.5921566,3.0653365,0.151
1574302436.979676,3.0653352,0.15
1574302438.388316,3.065315,0.151
1574302439.7747667,3.0653239,0.15
1574302441.1763804,3.0653251,0.15
1574302442.5642836,3.0653176,0.15
1574302443.963645,3.065339,0.15
1574302445.3523047,3.0653125,0.15
1574302446.7537136,3.0653277,0.151
1574302448.1423013,3.0653163,0.151
1574302449.545226,3.0652936,0.15
1574302450.933496,3.0653024,0.15
1574302452.3258314,3.0652835,0.15
1574302453.7141645,3.065286,0.151
1574302455.1274145,3.0653176,0.151
1574302456.516547,3.0653214,0.151
1574302457.9182255,3.065286,0.15
1574302459.3040512,3.0652923,0.151
1574302460.7088518,3.0652961,0.15
1574302462.097334,3.0652961,0.15
1574302463.496096,3.0653037,0.15
1574302464.8823638,3.0652936,0.151
1574302466.2912207,3.0652974,0.151
1574302467.6775792,3.0652822,0.151
1574302469.074918,3.0652646,0.151
1574302470.4616432,3.0652696,0.15
1574302471.868149,3.065262,0.15
1574302473.254379,3.065262,0.151
1574302474.657608,3.0652646,0.151
1574302476.0466268,3.0652671,0.151
1574302477.4367683,3.0652532,0.151
1574302478.812923,3.0652229,0.151
1574302480.2361617,3.0652115,0.151
1574302481.6157734,3.0652191,0.151
1574302483.0279472,3.0652368,0.15
1574302484.41372,3.0652166,0.15
1574302485.818413,3.0652254,0.15
1574302487.1973407,3.0652355,0.15
1574302488.598842,3.0652229,0.151
1574302489.9775038,3.0651926,0.15
1574302491.400052,3.0652014,0.151
1574302492.7879515,3.0651901,0.15
1574302494.1897693,3.0651813,0.151
1574302495.5773675,3.06518,0.151
1574302496.9774134,3.0651686,0.15
1574302498.3656495,3.0651749,0.15
1574302499.7680027,3.0651598,0.151
1574302501.147638,3.0651661,0.151
1574302502.558785,3.0651876,0.15
1574302503.937779,3.0651459,0.151
1574302505.3519344,3.0651623,0.151
1574302506.738633,3.0651585,0.151
1574302508.1324105,3.0651484,0.151
1574302509.5208123,3.0651308,0.15
1574302510.932043,3.0651181,0.15
1574302512.3213532,3.0651169,0.151
1574302513.718628,3.0651257,0.15
1574302515.0965047,3.065103,0.151
1574302516.5019295,3.0650879,0.151
1574302517.8881948,3.065108,0.15
1574302519.3013706,3.0650942,0.151
1574302520.6872172,3.0650841,0.151
1574302522.0906909,3.0650942,0.15
1574302523.477412,3.0650803,0.15
1574302524.872973,3.0650588,0.15
1574302526.2640314,3.0650702,0.151
1574302527.6727104,3.065055,0.151
1574302529.0604851,3.0650563,0.15
1574302530.4599166,3.0650588,0.151
1574302531.8458688,3.0650285,0.15
1574302533.2516432,3.06505,0.15
1574302534.6437702,3.0650311,0.151
1574302536.0409062,3.0650247,0.15
1574302537.4264734,3.0650247,0.151
1574302538.8228943,3.0650323,0.15
1574302540.2102258,3.0650311,0.15
1574302541.6226704,3.0650071,0.15
1574302543.0081828,3.064997,0.15
1574302544.4133914,3.064997,0.151
1574302545.801124,3.0649881,0.15
1574302547.2023818,3.0649907,0.151
1574302548.579793,3.0649818,0.15
1574302549.9911072,3.0649844,0.151
1574302551.368982,3.0649831,0.151
1574302552.784881,3.0649578,0.151
1574302554.1697524,3.0649629,0.15
1574302555.5727792,3.0649301,0.151
1574302556.9598649,3.0649276,0.151
1574302558.3644922,3.0649402,0.151
1574302559.7529218,3.0649376,0.151
1574302561.154625,3.0649149,0.151
1574302562.54264,3.0649288,0.15
1574302563.9462867,3.0649288,0.151
1574302565.3341568,3.0649376,0.151
1574302566.7358022,3.0649339,0.15
1574302568.126025,3.0649402,0.151
1574302569.5234845,3.0649263,0.151
1574302570.911225,3.0649099,0.15
1574302572.3076444,3.0649074,0.151
1574302573.684073,3.0649124,0.151
1574302575.1054256,3.0648947,0.15
1574302576.495483,3.0648973,0.15
1574302577.887604,3.0648935,0.151
1574302579.2790785,3.0648872,0.151
1574302580.6842303,3.0648796,0.151
1574302582.0768259,3.0648771,0.15
1574302583.4757962,3.0648632,0.151
1574302584.8624818,3.0648455,0.151
1574302586.2666483,3.0648493,0.151
1574302587.6525502,3.0648518,0.15
1574302589.055812,3.0648329,0.151
1574302590.4432826,3.0648304,0.15
1574302591.8479657,3.0648215,0.15
1574302593.2337606,3.0648316,0.151
1574302594.6372094,3.0648291,0.151
1574302596.0287714,3.0648442,0.151
1574302597.4313354,3.0648039,0.151
1574302598.8200011,3.0648114,0.151
1574302600.2166607,3.0647963,0.15
1574302601.6040995,3.06479,0.15
1574302603.0073602,3.0647761,0.151
1574302604.3846335,3.0647761,0.15
1574302605.7973394,3.0647774,0.15
1574302607.1841455,3.0647673,0.15
1574302608.5896492,3.0647824,0.151
1574302609.9763217,3.0647748,0.15
1574302611.3691561,3.0648051,0.151
1574302612.7600164,3.0648127,0.15
1574302614.161073,3.0647988,0.151
1574302615.5478666,3.064795,0.15
1574302616.9583378,3.0647862,0.151
1574302618.3478003,3.0647761,0.151
1574302619.741316,3.0647698,0.151
1574302621.1300738,3.0647534,0.15
1574302622.54057,3.0647534,0.151
1574302623.9197288,3.0647496,0.151
1574302625.3192675,3.0647344,0.15
1574302626.7097049,3.0647344,0.151
1574302628.1179905,3.0647458,0.15
1574302629.5063856,3.0647357,0.151
1574302630.910768,3.0647218,0.151
1574302632.2982745,3.0647281,0.15
1574302633.6994188,3.0647357,0.151
1574302635.0764863,3.0647218,0.15
1574302636.4899402,3.0647029,0.151
1574302637.8764775,3.0647218,0.151
1574302639.2881842,3.0647092,0.15
1574302640.667697,3.0647016,0.151
1574302642.0718741,3.064689,0.151
1574302643.4584353,3.0646839,0.15
1574302644.862565,3.0646537,0.15
1574302646.2503269,3.0646612,0.151
1574302647.6544056,3.0646827,0.15
1574302649.0428727,3.06466,0.151
1574302650.4445221,3.0646713,0.151
1574302651.8325434,3.0646638,0.15
1574302653.2242186,3.0646688,0.15
1574302654.6116154,3.0646549,0.151
1574302656.0207396,3.0646309,0.15
1574302657.408617,3.0646183,0.151
1574302658.8030424,3.0646221,0.151
1574302660.1925173,3.0646284,0.151
1574302661.6046953,3.0646082,0.15
1574302662.9924252,3.0645817,0.151
1574302664.3942373,3.0645981,0.151
1574302665.786209,3.0646044,0.15
1574302667.189002,3.0646183,0.151
1574302668.5716405,3.0646158,0.15
1574302669.9713,3.0646309,0.151
1574302671.3568761,3.0646133,0.151
1574302672.7626579,3.064612,0.151
1574302674.1485105,3.0645905,0.151
1574302675.5537226,3.0646246,0.15
1574302676.940153,3.0646171,0.15
1574302678.3454323,3.0645981,0.15
1574302679.7325308,3.0645868,0.151
1574302681.135287,3.0646196,0.15
1574302682.5239115,3.0645754,0.151
1574302683.9256454,3.0645842,0.15
1574302685.303285,3.0645716,0.151
1574302686.7143865,3.0645476,0.151
1574302688.1008594,3.0645552,0.151
1574302689.5028913,3.0645401,0.15
1574302690.889951,3.0645237,0.151
1574302692.2862864,3.0645287,0.151
1574302693.6756918,3.0645035,0.15
1574302695.085102,3.0645098,0.15
1574302696.4734101,3.0645211,0.151
1574302697.8754554,3.0644997,0.151
1574302699.2523043,3.0644921,0.15
1574302700.6695526,3.0644681,0.151
1574302702.0573888,3.0644971,0.151
1574302703.4562824,3.0644896,0.151
1574302704.8346124,3.0644555,0.151
1574302706.2459364,3.0644504,0.15
1574302707.6339364,3.0644542,0.151
1574302709.0357673,3.0644681,0.151
1574302710.421785,3.0644454,0.151
1574302711.8291583,3.0644467,0.15
1574302713.2155812,3.0644429,0.151
1574302714.6079843,3.0644353,0.151
1574302715.9944088,3.0644315,0.15
1574302717.4095263,3.0644328,0.15
1574302718.799354,3.0644189,0.151
1574302720.1953313,3.0644366,0.15
1574302721.5827818,3.0644239,0.151
1574302722.9866822,3.0644239,0.151
1574302724.374179,3.0644151,0.15
1574302725.7774959,3.0644151,0.15
1574302727.1637366,3.0643911,0.151
1574302728.5690176,3.0643835,0.151
1574302729.9551601,3.0643899,0.151
1574302731.35809,3.0643949,0.15
1574302732.7469947,3.0643924,0.15
1574302734.1490753,3.0643747,0.151
1574302735.5379817,3.0643798,0.151
1574302736.9433763,3.0643899,0.15
1574302738.3321204,3.0643671,0.15
1574302739.727036,3.0643634,0.15
1574302741.114627,3.0643646,0.151
1574302742.5186205,3.0643608,0.151
1574302743.9048438,3.0643507,0.151
1574302745.3001,3.0643482,0.151
1574302746.6879468,3.0643242,0.151
1574302748.1018453,3.0643457,0.151
1574302749.4895875,3.064376,0.15
1574302750.890887,3.0643406,0.151
1574302752.2852705,3.0643646,0.151
1574302753.6789138,3.064328,0.151
1574302755.065399,3.064323,0.15
1574302756.4686866,3.0643432,0.151
1574302757.8542078,3.064323,0.151
1574302759.2591045,3.0643167,0.151
1574302760.6379945,3.064323,0.151
1574302762.052758,3.0643116,0.15
1574302763.4409907,3.064299,0.151
1574302764.8429787,3.0642763,0.151
1574302766.2299228,3.0642586,0.151
1574302767.6322818,3.0642561,0.15
1574302769.021109,3.0642409,0.151
1574302770.4213238,3.064227,0.151
1574302771.8098507,3.0642258,0.151
1574302773.202731,3.0642195,0.151
1574302774.5892947,3.0641829,0.151
1574302776.0007122,3.064222,0.151
1574302777.3865833,3.0642195,0.15
1574302778.7922986,3.0642245,0.15
1574302780.1798208,3.0642232,0.151
1574302781.5832865,3.0642498,0.15
1574302782.970446,3.0642308,0.151
1574302784.376675,3.064227,0.151
1574302785.765047,3.0641892,0.151
1574302787.161352,3.0641942,0.151
1574302788.5391161,3.0641803,0.151
1574302789.944448,3.0641639,0.151
1574302791.3217206,3.0641765,0.15
1574302792.7416496,3.064174,0.151
1574302794.1278825,3.0641665,0.151
1574302795.5329022,3.0641702,0.15
1574302796.9232588,3.0641349,0.15
1574302798.3258936,3.0641374,0.15
1574302799.7136843,3.0641336,0.151
1574302801.1170044,3.0641324,0.15
1574302802.5061445,3.0641261,0.151
1574302803.9040842,3.0641362,0.151
1574302805.2953262,3.0641286,0.151
1574302806.6945314,3.0641273,0.151
1574302808.0883136,3.0641475,0.151
1574302809.476103,3.0641437,0.15
1574302810.864662,3.0641362,0.15
1574302812.2794337,3.0641223,0.151
1574302813.6681736,3.064116,0.15
1574302815.0668952,3.0640945,0.15
1574302816.4524047,3.0641008,0.15
1574302817.8573244,3.0641046,0.151
1574302819.2350488,3.0640693,0.15
1574302820.6368248,3.0640592,0.15
1574302822.0245655,3.0640743,0.15
1574302823.4345324,3.0640491,0.151
1574302824.8217773,3.0640453,0.151
1574302826.2251968,3.0640453,0.15
1574302827.6119275,3.0640503,0.15
1574302829.0152194,3.0640301,0.151
1574302830.4017565,3.0640238,0.151
1574302831.8083196,3.0640238,0.15
1574302833.193928,3.0640377,0.15
1574302834.5984225,3.0640049,0.151
1574302835.9862232,3.0640062,0.151
1574302837.3781555,3.0639897,0.15
1574302838.7651958,3.0639897,0.151
1574302840.1770108,3.0640036,0.15
1574302841.5714235,3.0640024,0.151
1574302842.9667692,3.0640024,0.151
1574302844.345639,3.0639885,0.151
1574302845.755358,3.0639759,0.15
1574302847.1416714,3.063986,0.15
1574302848.5487099,3.0639796,0.15
1574302849.935357,3.0639885,0.151
1574302851.328384,3.0639721,0.15
1574302852.7196748,3.0639822,0.15
1574302854.1202378,3.0639721,0.151
1574302855.508557,3.0639746,0.151
1574302856.917756,3.0639569,0.151
1574302858.3086336,3.0639632,0.151
1574302859.7077258,3.0639733,0.151
1574302861.084452,3.0639531,0.151
1574302862.4989727,3.0639531,0.15
1574302863.8861005,3.0639506,0.151
1574302865.294229,3.063938,0.151
1574302866.6806967,3.0639355,0.151
1574302868.0808437,3.0639052,0.151
1574302869.468386,3.0639178,0.15
1574302870.8717299,3.0639165,0.151
1574302872.2605646,3.0639052,0.151
1574302873.6590233,3.0638926,0.15
1574302875.0491402,3.0639102,0.151
1574302876.4419374,3.0639039,0.151
1574302877.8292532,3.0638761,0.151
1574302879.2390642,3.0638686,0.151
1574302880.6159143,3.0638673,0.151
1574302882.0314271,3.0639052,0.151
1574302883.4101613,3.0638547,0.151
1574302884.8125565,3.0638433,0.151
1574302886.192171,3.063856,0.15
1574302887.612007,3.0638648,0.151
1574302889.0010097,3.0638686,0.15
1574302890.4010456,3.0638484,0.151
1574302891.7892795,3.0638534,0.151
1574302893.1918352,3.0638522,0.15
1574302894.5791123,3.0638459,0.151
1574302895.980643,3.0638421,0.151
1574302897.366656,3.0638358,0.151
1574302898.7715304,3.0638459,0.151
1574302900.1578262,3.0638244,0.151
1574302901.5595856,3.0638408,0.15
1574302902.948939,3.0638206,0.15
1574302904.3419044,3.0638282,0.15
1574302905.727927,3.0638244,0.15
1574302907.1411035,3.0638332,0.151
1574302908.5336804,3.0638471,0.15
1574302909.9318697,3.0638358,0.151
1574302911.3095279,3.063856,0.15
1574302912.7220771,3.0638206,0.151
1574302914.1088014,3.0638093,0.151
1574302915.5138323,3.0637916,0.151
1574302916.8999066,3.0637764,0.151
1574302918.3037345,3.0638004,0.151
1574302919.6909146,3.0637739,0.151
1574302921.0830483,3.0637726,0.15
1574302922.4701157,3.0637575,0.151
1574302923.8826528,3.0637827,0.151
1574302925.2759087,3.0637701,0.151
1574302926.6742187,3.063755,0.151
1574302928.0609055,3.0637373,0.151
1574302929.4631665,3.0637449,0.151
1574302930.8497794,3.0637499,0.151
1574302932.2546742,3.0637348,0.151
1574302933.639855,3.0637133,0.15
1574302935.0368426,3.063736,0.151
1574302936.4137049,3.0637196,0.151
1574302937.836146,3.0636957,0.151
1574302939.2158587,3.063731,0.151
1574302940.6143072,3.0637171,0.15
1574302941.991116,3.0636881,0.151
1574302943.4149003,3.0636881,0.15
1574302944.8019044,3.0636818,0.151
1574302946.2058368,3.0636464,0.151
1574302947.59208,3.0636679,0.15
1574302948.9954588,3.0636452,0.15
1574302950.3819957,3.0636224,0.151
1574302951.788408,3.0636313,0.15
1574302953.173841,3.06363,0.151
1574302954.5782557,3.0636666,0.151
1574302955.9662802,3.0636338,0.151
1574302957.3671777,3.0636376,0.15
1574302958.7539032,3.0636325,0.151
1574302960.156366,3.0636351,0.151
1574302961.5472858,3.0636414,0.151
1574302962.946987,3.0636439,0.151
1574302964.3342052,3.0636376,0.151
1574302965.7290835,3.0636414,0.151
1574302967.1189225,3.0636275,0.151
1574302968.5309083,3.0636199,0.15
1574302969.916436,3.0636376,0.151
1574302971.309043,3.0636325,0.151
1574302972.6999907,3.0636363,0.151
1574302974.108229,3.0636073,0.15
1574302975.4977734,3.0636098,0.15
1574302976.8977234,3.0636111,0.151
1574302978.291637,3.0635997,0.151
1574302979.6885216,3.0635757,0.151
1574302981.0648198,3.0635858,0.151
1574302982.477699,3.0635922,0.151
1574302983.8629353,3.0635947,0.15
1574302985.27898,3.063572,0.15
1574302986.668957,3.0635429,0.151
1574302988.0600262,3.0635366,0.151
1574302989.4479446,3.063553,0.151
1574302990.8513823,3.0635555,0.151
1574302992.241941,3.0635455,0.15
1574302993.6390362,3.0635404,0.151
1574302995.0312278,3.0635518,0.151
1574302996.4291866,3.0635694,0.151
1574302997.8152611,3.0635467,0.15
1574302999.218239,3.0635404,0.151
1574303000.5963533,3.0635126,0.151
1574303002.0112648,3.0635278,0.151
1574303003.396665,3.0635265,0.15
1574303004.801621,3.0635101,0.151
1574303006.1876063,3.0635126,0.15
1574303007.5916219,3.0635051,0.151
1574303008.9799242,3.0635227,0.151
1574303010.3803806,3.0634962,0.15
1574303011.7686849,3.0635215,0.15
1574303013.1719172,3.0634962,0.15
1574303014.5606441,3.0634786,0.15
1574303015.9604888,3.0634975,0.151
1574303017.3467607,3.0634811,0.15
1574303018.7514472,3.0634659,0.151
1574303020.1299057,3.0634571,0.151
1574303021.543805,3.0634445,0.15
1574303022.9303122,3.0634647,0.151
1574303024.3340197,3.0634584,0.151
1574303025.723144,3.063447,0.151
1574303027.1223419,3.0634243,0.151
1574303028.5113611,3.0634356,0.15
1574303029.9140809,3.063399,0.151
1574303031.2902308,3.0634268,0.151
1574303032.701237,3.0634142,0.15
1574303034.0893242,3.0634041,0.15
1574303035.4941912,3.0633902,0.151
1574303036.8809419,3.0634154,0.15
1574303038.2849061,3.0633801,0.151
1574303039.6624207,3.0633927,0.151
1574303041.0636373,3.0633662,0.151
1574303042.4496531,3.0633776,0.15
1574303043.8630185,3.0633561,0.151
1574303045.254547,3.0633574,0.151
1574303046.6541939,3.063365,0.151
1574303048.0413198,3.0633574,0.15
1574303049.4430044,3.0633763,0.151
1574303050.829731,3.0633549,0.15
1574303052.234407,3.0633687,0.151
1574303053.620342,3.0633612,0.151
1574303055.0255284,3.0633549,0.15
1574303056.4139712,3.0633334,0.15
1574303057.8183079,3.0633435,0.151
1574303059.1994298,3.0633334,0.151
1574303060.5950787,3.0633271,0.151
1574303061.9823833,3.063317,0.151
1574303063.3933406,3.0633132,0.151
1574303064.7806075,3.063322,0.15
1574303066.1847963,3.0633145,0.151
1574303067.571512,3.0633006,0.151
1574303068.9756866,3.0632981,0.151
1574303070.3627293,3.0632955,0.151
1574303071.7657611,3.0632703,0.15
1574303073.1527002,3.0632905,0.15
1574303074.557275,3.0632867,0.15
1574303075.9466827,3.0632955,0.15
1574303077.3365242,3.0633006,0.15
1574303078.7232108,3.0633069,0.151
1574303080.1352227,3.0632993,0.151
1574303081.5223944,3.0632854,0.151
1574303082.9186547,3.0632905,0.151
1574303084.3463202,3.063264,0.15
1574303085.7366009,3.0632728,0.15
1574303087.123169,3.0632665,0.15
1574303088.5124311,3.0632413,0.151
1574303089.8988953,3.0632362,0.151
1574303091.2956834,3.0632375,0.151
1574303092.6834052,3.063216,0.15
1574303094.0900192,3.0632362,0.151
1574303095.4674795,3.06324,0.151
1574303096.8784547,3.0632425,0.151
1574303098.2581463,3.0632198,0.151
1574303099.667795,3.0632211,0.151
1574303101.0449555,3.0632274,0.15
1574303102.4571443,3.0632299,0.151
1574303103.845418,3.0632097,0.15
1574303105.2496724,3.0632299,0.151
1574303106.6298535,3.0632236,0.151
1574303108.0309687,3.0632286,0.151
1574303109.4225903,3.0632122,0.15
1574303110.8313825,3.0632135,0.151
1574303112.2175817,3.0632059,0.15
1574303113.6180727,3.0632135,0.151
1574303114.9964187,3.0632274,0.15
1574303116.4019063,3.0632135,0.151
1574303117.7887104,3.0632362,0.151
1574303119.202099,3.0632261,0.15
1574303120.5966916,3.0632084,0.151
1574303121.9897938,3.063192,0.15
1574303123.377649,3.0631908,0.151
1574303124.7820158,3.0632009,0.151
1574303126.1688132,3.0631883,0.151
1574303127.5718877,3.0631693,0.151
1574303128.959855,3.0631857,0.15
1574303130.3527303,3.0631794,0.151
1574303131.7400153,3.063163,0.151
1574303133.1505623,3.0631365,0.15
1574303134.5376847,3.0631441,0.151
1574303135.941748,3.0631251,0.15
1574303137.3270295,3.0631352,0.15
1574303138.730605,3.0631163,0.151
1574303140.125109,3.06311,0.15
1574303141.5141702,3.0631062,0.15
1574303142.8915749,3.0630948,0.151
1574303144.3135462,3.0630898,0.151
1574303145.7030432,3.0631062,0.15
1574303147.1023133,3.0630911,0.151
1574303148.492395,3.0630709,0.151
1574303149.8926902,3.0630595,0.151
1574303151.285286,3.0630646,0.151
1574303152.682276,3.0630646,0.151
1574303154.0706801,3.0630898,0.15
1574303155.4726715,3.0630885,0.15
