time,voltage
1573661491.6941545,3.4191606
1573661493.062319,3.4190731
1573661494.4298396,3.4189869
1573661495.7953546,3.4189081
1573661497.1633165,3.4188294
1573661498.5308077,3.4187506
1573661499.898827,3.4186644
1573661501.2643764,3.4185769
1573661502.632013,3.4185056
1573661503.9979174,3.4184206
1573661505.3644001,3.4183419
1573661506.7320344,3.4182618
1573661508.099859,3.4181881
1573661509.4650242,3.4181118
1573661510.8301964,3.4180243
1573661512.1953664,3.4179543
1573661513.5605376,3.4178706
1573661514.9263659,3.4177843
1573661516.2911956,3.4177068
1573661517.6564317,3.4176318
1573661519.0216043,3.4175418
1573661520.3871906,3.4174631
1573661521.7528937,3.4173781
1573661523.1184475,3.4172993
1573661524.4835691,3.4172143
1573661525.8485346,3.4171318
1573661527.2137103,3.4170531
1573661528.5788836,3.4169806
1573661529.9440522,3.4168943
1573661531.3092253,3.4168143
1573661532.6743948,3.4167231
1573661534.0395656,3.4166418
1573661535.4067357,3.4165706
1573661536.7719088,3.4164881
1573661538.1370783,3.4164005
1573661539.5022495,3.4163205
1573661540.8674226,3.4162393
1573661542.2325933,3.416158
1573661543.597762,3.4160855
1573661544.962933,3.416003
1573661546.329103,3.4159218
1573661547.6942775,3.415843
1573661549.0594869,3.415763
1573661550.4246573,3.415683
1573661551.789827,3.4155968
1573661553.157135,3.4155168
1573661554.5248675,3.4154268
1573661555.892607,3.415348
1573661557.259612,3.415278
1573661558.6280632,3.4152005
1573661559.996382,3.4151155
1573661561.3631258,3.4150393
1573661562.730707,3.4149668
1573661564.0984898,3.4148855
1573661565.4656036,3.4147955
1573661566.833646,3.414728
1573661568.2017932,3.414643
1573661569.5701005,3.414563
1573661570.9381213,3.414478
1573661572.306112,3.414398
1573661573.6734917,3.4143217
1573661575.0407178,3.4142455
1573661576.4086974,3.414163
1573661577.776361,3.4140867
1573661579.1441844,3.4139992
1573661580.5125067,3.4139267
1573661581.8803313,3.413853
1573661583.2476385,3.4137655
1573661584.615114,3.4136817
1573661585.9831977,3.4135905
1573661587.3506324,3.413518
1573661588.7165337,3.413433
1573661590.0849872,3.4133517
1573661591.4531207,3.4132692
1573661592.8210847,3.4131905
1573661594.187742,3.4131055
1573661595.5554278,3.4130192
1573661596.9236267,3.412948
1573661598.2905674,3.4128717
1573661599.6584513,3.4127955
1573661601.0259554,3.412718
1573661602.3930833,3.412638
1573661603.7604868,3.4125542
1573661605.1286762,3.4124754
1573661606.495878,3.4123992
1573661607.8632786,3.4123079
1573661609.230171,3.4122417
